IDP	GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
C1024_749	RUNX2	6	45296054	45518819	536	46	33413	6.3395	1.1522e-10
C1024_749	KTN1	14	56046925	56151302	300	11	33439	6.2833	1.6576e-10
C1024_749	AKAP10	17	19807765	19881169	111	10	33387	7.5198	2.7423e-14
C1024_749	DCC	18	49866542	51062273	4579	110	33402	7.0372	9.8058e-13
C1024_749	VPS16	20	2821373	2847378	72	6	33368	7.3439	1.0369e-13
C1024_749	DEFB121	20	29992648	30006314	39	6	33423	5.9333	1.4846e-09
C1024_749	REM1	20	30063091	30072708	18	7	33299	5.8362	2.67e-09
C1024_749	HM13	20	30102213	30158178	110	7	33430	6.0765	6.1416e-10
C1024_749	ID1	20	30193086	30194318	5	2	33380	6.264	1.8761e-10
C1024_749	COX4I2	20	30225685	30232837	13	2	33154	6.7819	5.9322e-12
C1024_749	BCL2L1	20	30252261	30311752	89	8	33308	7.6975	6.9389e-15
C1024_749	TPX2	20	30326904	30389605	104	10	33465	7.5269	2.5979e-14
C1024_749	MYLK2	20	30407115	30422500	42	7	33466	7.3348	1.1102e-13
C1024_752	KIF6	6	39302876	39693181	1083	60	33364	5.9522	1.3225e-09
C1024_753	BCL11B	14	99635624	99738514	212	34	33251	6.593	2.1557e-11
C1024_754	FAF1	1	50906935	51425936	721	30	33444	6.7967	5.3528e-12
C1024_754	GMNC	3	190570526	190610190	95	18	33314	6.3585	1.0189e-10
C1024_754	HRK	12	117298225	117319232	24	5	33260	5.9604	1.2578e-09
C1024_755	VSTM4	10	50222333	50323559	346	19	33261	6.2666	1.8452e-10
C1024_755	FAM170B	10	50339199	50342065	14	4	33514	6.1594	3.6514e-10
C1024_760	MIR1-1HG	20	61147660	61167971	104	13	33078	6.8584	3.4809e-12
C1024_761	C10orf32	10	104613967	104624718	25	7	33402	5.8706	2.1716e-09
C1024_761	AS3MT	10	104629183	104661656	111	13	33450	6.4609	5.2034e-11
C1024_761	CNNM2	10	104678075	104838344	385	20	33467	6.3254	1.263e-10
C1024_761	NT5C2	10	104847774	104953063	242	19	33489	6.3157	1.3447e-10
C1024_763	TMEM161B	5	87485450	87564665	120	18	33283	6.6832	1.1687e-11
C1024_763	RUNX2	6	45296054	45518819	536	46	33414	6.0468	7.3885e-10
C1024_763	ENO4	10	118608741	118642112	50	11	33353	6.4044	7.546e-11
C1024_763	KIAA1598	10	118642888	118886097	290	21	33284	6.5111	3.7308e-11
C1024_763	DSCAML1	11	117298489	117667976	1291	101	33323	6.4009	7.7242e-11
C1024_763	DCC	18	49866542	51062273	4579	110	33403	5.8591	2.3266e-09
C1024_763	REM1	20	30063091	30072708	18	7	33300	5.8449	2.535e-09
C1024_763	HM13	20	30102213	30158178	110	7	33431	6.8154	4.7016e-12
C1024_763	ID1	20	30193086	30194318	5	2	33381	6.4405	5.9554e-11
C1024_763	COX4I2	20	30225685	30232837	13	2	33155	6.1094	5e-10
C1024_763	BCL2L1	20	30252261	30311752	89	8	33309	6.1094	5e-10
C1024_763	TPX2	20	30326904	30389605	104	10	33466	7.6619	9.1593e-15
C1024_763	MYLK2	20	30407115	30422500	42	7	33467	7.6619	9.1593e-15
C1024_763	FOXS1	20	30432103	30433420	2	1	33333	6.1094	5e-10
C1024_763	DUSP15	20	30435441	30458479	51	16	33323	6.3902	8.2851e-11
C1024_764	GMNC	3	190570526	190610190	95	18	33313	6.091	5.6099e-10
C1024_764	WIF1	12	65444404	65515346	114	15	33372	6.8718	3.169e-12
C1024_764	LEMD3	12	65563351	65642141	86	13	33439	6.5539	2.8033e-11
C1024_764	MSRB3	12	65672423	65860687	269	21	33411	6.6336	1.6374e-11
C1024_764	UQCC1	20	33890369	33999945	174	10	33467	6.1932	2.9477e-10
C1024_764	GDF5	20	34021149	34026027	11	3	33504	5.9221	1.5897e-09
C1024_765	DAAM1	14	59655329	59838123	560	29	33358	7.0452	9.2574e-13
C1024_766	LRRC16A	6	25279656	25620758	1401	71	33398	5.9081	1.7302e-09
C1024_766	SLC20A2	8	42273980	42397356	225	31	33373	6.9228	2.2141e-12
C1024_766	SMIM19	8	42396298	42408140	36	6	33488	7.7731	3.8303e-15
C1024_766	SCAI	9	127704887	127905838	341	19	33369	6.1677	3.4653e-10
C1024_766	PPP6C	9	127908852	127952218	95	9	33455	6.1072	5.0692e-10
C1024_766	RABEPK	9	127962821	127996438	73	11	33353	6.2311	2.3165e-10
C1024_766	HSPA5	9	127997127	128003666	6	2	33363	5.9744	1.1547e-09
C1024_766	AKAP10	17	19807765	19881169	111	10	33380	5.8723	2.1487e-09
C1024_766	COASY	17	40713485	40718299	6	2	33515	5.8407	2.5991e-09
C1024_766	MLX	17	40719078	40725221	13	3	33445	6.2368	2.2336e-10
C1024_766	FAM134C	17	40731526	40761445	50	6	33491	5.8698	2.182e-09
C1024_766	TUBG2	17	40811266	40819024	12	3	33440	5.889	1.9432e-09
C1024_766	PLEKHH3	17	40819932	40829048	8	4	33454	6.1917	2.9755e-10
C1024_766	GATAD2A	19	19496642	19619741	202	17	33426	5.8742	2.1249e-09
C1024_766	TSSK6	19	19625028	19626469	1	1	33533	5.8973	1.8477e-09
C1024_766	BCL2L1	20	30252261	30311752	89	8	33301	6.7727	6.3204e-12
C1024_766	TPX2	20	30326904	30389605	104	10	33458	6.6642	1.3302e-11
C1024_766	MYLK2	20	30407115	30422500	42	7	33459	6.4313	6.3251e-11
C1024_767	GMNC	3	190570526	190610190	95	18	33312	7.0484	9.0489e-13
C1024_767	EMC2	8	109455853	109499136	129	11	33470	6.3474	1.0952e-10
C1024_768	CDC20	1	43824626	43828874	5	3	33504	6.2317	2.3071e-10
C1024_768	ELOVL1	1	43829068	43833745	8	5	33370	6.2578	1.9527e-10
C1024_768	KLF3	4	38665790	38703129	80	18	33241	6.0441	7.5146e-10
C1024_768	RUNX2	6	45296054	45518819	536	46	33413	6.208	2.6829e-10
C1024_768	AKAP10	17	19807765	19881169	111	10	33387	7.6303	1.1713e-14
C1024_768	SPECC1	17	19912649	20218072	682	20	33437	5.9184	1.6254e-09
C1024_768	VPS16	20	2821373	2847378	72	6	33368	7.1487	4.3815e-13
C1024_768	DEFB119	20	29964966	29978452	41	10	33434	5.8564	2.3647e-09
C1024_768	DEFB121	20	29992648	30006314	39	6	33423	6.192	2.9701e-10
C1024_768	REM1	20	30063091	30072708	18	7	33299	5.9438	1.3928e-09
C1024_768	HM13	20	30102213	30158178	110	7	33430	5.8349	2.6905e-09
C1024_768	ID1	20	30193086	30194318	5	2	33380	6.0244	8.4895e-10
C1024_768	COX4I2	20	30225685	30232837	13	2	33154	6.8899	2.7922e-12
C1024_768	BCL2L1	20	30252261	30311752	89	8	33308	7.5289	2.5591e-14
C1024_768	TPX2	20	30326904	30389605	104	10	33465	6.1094	5e-10
C1024_768	MYLK2	20	30407115	30422500	42	7	33466	7.5454	2.2538e-14
C1024_768	FOXS1	20	30432103	30433420	2	1	33332	6.1094	5e-10
C1024_768	DUSP15	20	30435441	30458479	51	16	33322	6.9751	1.5279e-12
C1024_769	FAM53B	10	126307861	126432930	258	24	33321	6.2985	1.5024e-10
C1024_769	METTL10	10	126434336	126480439	87	12	33377	6.1094	5e-10
C1024_769	FAM175B	10	126490354	126525239	54	10	33424	6.7493	7.4296e-12
C1024_770	CCDC53	12	102406717	102455902	104	16	33464	6.2387	2.2064e-10
C1024_770	NUP37	12	102467967	102514025	101	16	33488	6.1483	3.9147e-10
C1024_770	MYO1H	12	109826439	109886176	299	18	33382	5.9293	1.5213e-09
C1024_770	MMAB	12	109991520	110011358	78	11	33501	6.6757	1.2301e-11
C1024_770	MVK	12	110011500	110035071	65	12	33474	5.9793	1.1203e-09
C1024_770	PITPNM2	12	123468027	123635376	186	24	33422	6.5665	2.5754e-11
C1024_770	MPHOSPH9	12	123640943	123717785	205	11	33462	7.0828	7.0621e-13
C1024_770	C12orf65	12	123717844	123742651	74	7	33423	6.7652	6.655e-12
C1024_770	CDK2AP1	12	123745517	123756863	32	6	33475	6.2965	1.5222e-10
C1024_770	SETD8	12	123868704	123893900	57	9	33378	5.9385	1.4383e-09
C1024_770	RILPL2	12	123899936	123921264	44	13	33327	7.0754	7.4535e-13
C1024_774	CRHR1	17	43697710	43913194	994	9	33458	6.5752	2.4286e-11
C1024_774	SPPL2C	17	43922256	43924438	17	2	33495	6.4349	6.1784e-11
C1024_774	MAPT	17	43971702	44105700	709	5	33452	6.4306	6.3535e-11
C1024_774	STH	17	44076616	44077060	1	1	33540	6.457	5.34e-11
C1024_774	KANSL1	17	44107282	44302740	779	4	33345	6.4609	5.2036e-11
C1024_774	LRRC37A	17	44316744	44415160	82	5	33125	6.4715	4.8509e-11
C1024_774	NSF	17	44668035	44834830	76	8	33378	6.5154	3.6257e-11
C1024_774	WNT3	17	44839872	44896126	96	17	33356	6.2191	2.5005e-10
C1024_775	KLF3	4	38665790	38703129	80	18	33238	5.9047	1.7665e-09
C1024_775	TMEM161B	5	87485450	87564665	120	18	33279	5.8851	1.9896e-09
C1024_775	RUNX2	6	45296054	45518819	536	46	33410	5.9043	1.7712e-09
C1024_775	DSCAML1	11	117298489	117667976	1291	101	33319	6.161	3.6134e-10
C1024_775	KTN1	14	56046925	56151302	300	11	33436	7.1208	5.3656e-13
C1024_775	DCC	18	49866542	51062273	4579	110	33399	8.1923	1.2818e-16
C1024_775	BCL2L1	20	30252261	30311752	89	8	33305	7.4391	5.0682e-14
C1024_775	TPX2	20	30326904	30389605	104	10	33462	6.1094	5e-10
C1024_775	MYLK2	20	30407115	30422500	42	7	33463	7.8298	2.4425e-15
C1024_775	FOXS1	20	30432103	30433420	2	1	33329	6.1094	5e-10
C1024_775	DUSP15	20	30435441	30458479	51	16	33319	6.8067	4.9943e-12
C1024_775	TTLL9	20	30458440	30532770	146	23	33340	5.863	2.2733e-09
C1024_776	FAF1	1	50906935	51425936	721	30	33443	6.695	1.0782e-11
C1024_776	WIF1	12	65444404	65515346	114	15	33372	6.1094	5e-10
C1024_776	LEMD3	12	65563351	65642141	86	13	33439	6.7684	6.5116e-12
C1024_776	MSRB3	12	65672423	65860687	269	21	33411	7.5003	3.1831e-14
C1024_777	GMNC	3	190570526	190610190	95	18	33311	7.1941	3.143e-13
C1024_777	METTL10	10	126434336	126480439	87	12	33379	6.036	7.8971e-10
C1024_778	TMEM161B	5	87485450	87564665	120	18	33283	6.9088	2.4444e-12
C1024_778	ENO4	10	118608741	118642112	50	11	33353	5.9414	1.4128e-09
C1024_778	KIAA1598	10	118642888	118886097	290	21	33284	5.9496	1.3444e-09
C1024_778	KTN1	14	56046925	56151302	300	11	33440	6.7031	1.0206e-11
C1024_778	DCC	18	49866542	51062273	4579	110	33403	6.5318	3.2486e-11
C1024_778	VPS16	20	2821373	2847378	72	6	33369	6.9336	2.0516e-12
C1024_778	PTPRA	20	2844841	3019316	277	15	33394	5.8596	2.3197e-09
C1024_778	REM1	20	30063091	30072708	18	7	33300	5.8875	1.9609e-09
C1024_778	HM13	20	30102213	30158178	110	7	33431	6.6127	1.8871e-11
C1024_778	ID1	20	30193086	30194318	5	2	33381	6.1094	5e-10
C1024_778	COX4I2	20	30225685	30232837	13	2	33155	6.8792	3.0095e-12
C1024_778	BCL2L1	20	30252261	30311752	89	8	33309	6.1094	5e-10
C1024_778	TPX2	20	30326904	30389605	104	10	33466	7.2761	1.7175e-13
C1024_778	MYLK2	20	30407115	30422500	42	7	33467	7.6776	8.1046e-15
C1024_778	FOXS1	20	30432103	30433420	2	1	33333	6.1094	5e-10
C1024_778	DUSP15	20	30435441	30458479	51	16	33323	6.0319	8.1032e-10
C1024_78	DAAM1	14	59655329	59838123	560	29	33359	6.1703	3.4075e-10
C1024_781	METTL10	10	126434336	126480439	87	12	33375	6.5807	2.3404e-11
C1024_781	MSRB3	12	65672423	65860687	269	21	33405	6.204	2.7516e-10
C1024_781	HRK	12	117298225	117319232	24	5	33253	6.7631	6.7524e-12
C1024_782	PLCH2	1	2407754	2436964	61	13	33205	5.8719	2.1545e-09
C1024_782	TNFRSF14	1	2487291	2495268	18	4	33454	6.8221	4.4862e-12
C1024_782	C1orf185	1	51442129	51613754	318	23	33432	6.6148	1.86e-11
C1024_782	LRP8	1	53708036	53793821	173	26	33363	6.078	6.0861e-10
C1024_782	SLC44A5	1	75667816	76081698	1011	35	33366	7.4419	4.9638e-14
C1024_782	ASB17	1	76384558	76398116	56	11	33430	5.9132	1.678e-09
C1024_782	KLF7	2	207938861	208031970	270	36	33270	8.9421	1.9085e-19
C1024_782	MCC	5	112357796	112824527	1865	59	33393	6.9451	1.8907e-12
C1024_782	JADE2	5	133860003	133918918	146	24	33337	6.5028	3.9408e-11
C1024_782	EBF1	5	158122916	158526788	743	57	33394	6.7858	5.7716e-12
C1024_782	RELN	7	103112231	103629963	2051	98	33346	10.685	5.9855000000000005e-27
C1024_782	C16orf78	16	49407808	49433321	77	9	33395	6.5876	2.2349e-11
C1024_783	SLC26A6	3	48663156	48672926	13	2	33397	6.1583	3.6775e-10
C1024_783	IP6K2	3	48725436	48754711	45	6	33474	6.1188	4.714e-10
C1024_783	QRICH1	3	49067140	49131504	62	12	33456	6.4697	4.9097e-11
C1024_783	QARS	3	49133365	49142562	10	3	33505	6.3087	1.4069e-10
C1024_783	KLHDC8B	3	49208987	49213919	7	2	33446	6.0355	7.9217e-10
C1024_783	C3orf84	3	49215069	49229291	21	5	33470	6.0445	7.4931e-10
C1024_783	CCDC36	3	49235861	49295636	78	10	33485	7.1058	5.9819e-13
C1024_783	C3orf62	3	49306030	49314864	12	4	33487	6.4046	7.5401e-11
C1024_783	USP4	3	49314577	49377536	73	10	33401	5.9924	1.0341e-09
C1024_783	NICN1	3	49459766	49466777	8	4	33528	5.9558	1.2942e-09
C1024_783	TUSC2	3	50362341	50365668	3	2	33325	6.7772	6.1262e-12
C1024_783	NPRL2	3	50384918	50388486	1	1	33118	10.578	1.8775999999999998e-26
C1024_783	FAT3	11	92047446	92629636	1252	55	33375	6.2658	1.8544e-10
C1024_783	KTN1	14	56046925	56151302	300	11	33439	6.5685	2.5416e-11
C1024_783	DCC	18	49866542	51062273	4579	110	33402	11.461	1.0351000000000001e-30
C1024_784	IL34	16	70613798	70694585	245	21	33252	6.1094	5e-10
C1024_785	AKT3	1	243651535	244014381	515	21	33420	5.8677	2.2101e-09
C1024_785	BCL11B	14	99635624	99738514	212	34	33250	6.6579	1.3892e-11
C1024_786	GMNC	3	190570526	190610190	95	18	33314	7.8088	2.8866e-15
C1024_786	EXT1	8	118811602	119124058	732	54	33366	7.0539	8.7013e-13
C1024_786	RABGAP1	9	125703288	125867147	293	17	33462	6.3595	1.0121e-10
C1024_786	STRBP	9	125878338	126030855	166	23	33445	6.3201	1.3072e-10
C1024_786	WIF1	12	65444404	65515346	114	15	33373	7.4699	4.0135e-14
C1024_786	LEMD3	12	65563351	65642141	86	13	33440	6.1094	5e-10
C1024_786	MSRB3	12	65672423	65860687	269	21	33412	7.432	5.3485e-14
C1024_788	RELN	7	103112231	103629963	2051	98	33349	7.3195	1.2446e-13
C1024_788	ALDH1A2	15	58245622	58358121	331	15	33331	7.8507	2.068e-15
C1024_789	FAF1	1	50906935	51425936	721	30	33443	6.6047	1.9914e-11
C1024_789	C1orf185	1	51442129	51613754	318	23	33434	7.6086	1.3855e-14
C1024_789	RNF11	1	51701945	51739119	42	7	33398	7.1063	5.958e-13
C1024_789	TTC39A	1	51752930	51810785	109	22	33392	6.8244	4.4146e-12
C1024_789	REST	4	57774042	57802010	78	14	33455	6.4287	6.433e-11
C1024_789	ARL15	5	53180578	53606403	1326	82	33316	7.4122	6.21e-14
C1024_789	ZFHX4	8	77593515	77779521	368	32	33431	7.0789	7.2664e-13
C1024_789	PAPPA	9	118916071	119164600	409	66	33260	8.7825	7.995100000000001e-19
C1024_789	RAD51B	14	68286496	69149889	1949	88	33363	6.0597	6.8188e-10
C1024_789	ZFP36L1	14	69254372	69263184	18	5	33343	6.0028	9.6992e-10
C1024_790	KTN1	14	56046925	56151302	300	11	33437	5.9218	1.5924e-09
C1024_790	COX4I2	20	30225685	30232837	13	2	33152	5.8682	2.2026e-09
C1024_790	BCL2L1	20	30252261	30311752	89	8	33306	7.0075	1.2133e-12
C1024_790	TPX2	20	30326904	30389605	104	10	33463	6.9405	1.9538e-12
C1024_790	MYLK2	20	30407115	30422500	42	7	33464	6.4442	5.8116e-11
C1024_792	ENO4	10	118608741	118642112	50	11	33352	6.7889	5.6512e-12
C1024_792	KIAA1598	10	118642888	118886097	290	21	33283	7.0641	8.0807e-13
C1024_792	DSCAML1	11	117298489	117667976	1291	101	33322	6.5707	2.5045e-11
C1024_792	DCC	18	49866542	51062273	4579	110	33402	6.8317	4.1952e-12
C1024_792	HM13	20	30102213	30158178	110	7	33430	6.6187	1.8124e-11
C1024_792	ID1	20	30193086	30194318	5	2	33380	6.3101	1.394e-10
C1024_792	COX4I2	20	30225685	30232837	13	2	33154	6.6969	1.0643e-11
C1024_792	BCL2L1	20	30252261	30311752	89	8	33308	7.5309	2.5202e-14
C1024_792	TPX2	20	30326904	30389605	104	10	33465	6.1094	5e-10
C1024_792	MYLK2	20	30407115	30422500	42	7	33466	6.1094	5e-10
C1024_794	CPT2	1	53662101	53679869	29	6	33409	6.3645	9.7956e-11
C1024_794	C1orf123	1	53679771	53686289	10	2	33485	6.141	4.0995e-10
C1024_794	MAGOH	1	53692564	53704282	22	6	33323	6.5665	2.576e-11
C1024_794	LRP8	1	53708036	53793821	173	26	33364	6.9913	1.3619e-12
C1024_794	SLC44A5	1	75667816	76081698	1011	35	33367	7.6253	1.2174e-14
C1024_794	REST	4	57774042	57802010	78	14	33454	6.2392	2.1996e-10
C1024_794	POLR2B	4	57844944	57897334	156	19	33478	6.2318	2.3053e-10
C1024_794	MCC	5	112357796	112824527	1865	59	33394	6.055	7.0227e-10
C1024_794	CCDC53	12	102406717	102455902	104	16	33463	6.066	6.5567e-10
C1024_794	NUP37	12	102467967	102514025	101	16	33487	6.1987	2.8465e-10
C1024_795	GMNC	3	190570526	190610190	95	18	33314	6.996	1.317e-12
C1024_795	EXT1	8	118811602	119124058	732	54	33366	5.9082	1.7297e-09
C1024_795	WIF1	12	65444404	65515346	114	15	33373	7.3793	7.9547e-14
C1024_795	LEMD3	12	65563351	65642141	86	13	33440	7.5933	1.5599e-14
C1024_795	MSRB3	12	65672423	65860687	269	21	33412	7.5008	3.1707e-14
C1024_795	UQCC1	20	33890369	33999945	174	10	33468	6.1868	3.0694e-10
C1024_795	GDF5	20	34021149	34026027	11	3	33505	5.8481	2.4863e-09
C1024_796	RUNX2	6	45296054	45518819	536	46	33414	6.6981	1.056e-11
C1024_797	RBBP5	1	205055270	205091150	103	13	33478	6.0518	7.1609e-10
C1024_797	TMCC2	1	205197038	205242471	127	14	33450	6.16	3.6363e-10
C1024_797	TMEM161B	5	87485450	87564665	120	18	33283	6.5516	2.847e-11
C1024_797	ENO4	10	118608741	118642112	50	11	33353	6.0708	6.3637e-10
C1024_797	KIAA1598	10	118642888	118886097	290	21	33284	6.1705	3.4041e-10
C1024_797	DSCAML1	11	117298489	117667976	1291	101	33323	6.9303	2.0995e-12
C1024_797	KTN1	14	56046925	56151302	300	11	33440	6.4847	4.4452e-11
C1024_797	DCC	18	49866542	51062273	4579	110	33403	9.2588	1.0334e-20
C1024_797	HM13	20	30102213	30158178	110	7	33431	7.1247	5.2136e-13
C1024_797	ID1	20	30193086	30194318	5	2	33381	6.0496	7.2597e-10
C1024_797	COX4I2	20	30225685	30232837	13	2	33155	7.0369	9.8305e-13
C1024_797	BCL2L1	20	30252261	30311752	89	8	33309	6.1094	5e-10
C1024_797	TPX2	20	30326904	30389605	104	10	33466	6.1094	5e-10
C1024_797	MYLK2	20	30407115	30422500	42	7	33467	6.1094	5e-10
C1024_798	QARS	3	49133365	49142562	10	3	33506	5.8362	2.6696e-09
C1024_798	KLHDC8B	3	49208987	49213919	7	2	33447	6.2138	2.5852e-10
C1024_798	CCDC36	3	49235861	49295636	78	10	33486	6.3243	1.2721e-10
C1024_798	C3orf62	3	49306030	49314864	12	4	33488	6.4786	4.6291e-11
C1024_798	TUSC2	3	50362341	50365668	3	2	33326	6.4472	5.6958e-11
C1024_798	NPRL2	3	50384918	50388486	1	1	33119	7.9726	7.7713e-16
C1024_798	FAT3	11	92047446	92629636	1252	55	33376	6.1097	4.9919e-10
C1024_798	KTN1	14	56046925	56151302	300	11	33440	7.1259	5.1698e-13
C1024_798	DCC	18	49866542	51062273	4579	110	33403	10.67	7.0012e-27
C1024_799	ACKR3	2	237469424	237491001	44	9	33318	7.2877	1.5765e-13
C1024_8	BLOC1S5	6	8013800	8064647	194	15	33399	7.6365	1.1158e-14
C1024_8	EEF1E1	6	8073593	8102828	87	13	33374	6.1094	5e-10
C1024_8	ASTN2	9	119187504	120177317	3022	146	33351	6.0398	7.7164e-10
C1024_8	MACROD2	20	13976146	16033842	6109	309	33359	6.1393	4.1449e-10
C1024_800	AGAP1	2	236402733	237040444	1401	128	33310	5.9123	1.6872e-09
C1024_800	CRHR1	17	43697710	43913194	994	9	33456	6.3745	9.1786e-11
C1024_800	SPPL2C	17	43922256	43924438	17	2	33493	6.1644	3.5377e-10
C1024_800	MAPT	17	43971702	44105700	709	5	33450	6.3832	8.6713e-11
C1024_800	STH	17	44076616	44077060	1	1	33538	6.3951	8.0245e-11
C1024_800	KANSL1	17	44107282	44302740	779	4	33343	6.4226	6.6999e-11
C1024_800	LRRC37A	17	44316744	44415160	82	5	33123	6.4098	7.2853e-11
C1024_800	NSF	17	44668035	44834830	76	8	33376	6.0311	8.1408e-10
C1024_800	WNT3	17	44839872	44896126	96	17	33354	6.0171	8.8805e-10
C1024_800	NPTX1	17	78440633	78450404	28	7	33317	6.0963	5.4274e-10
C1024_801	TIE1	1	43766566	43788781	31	5	33345	6.9689	1.5971e-12
C1024_801	MPL	1	43803475	43820135	16	5	33415	7.1884	3.2785e-13
C1024_801	CDC20	1	43824626	43828874	5	3	33504	7.1871	3.3096e-13
C1024_801	ELOVL1	1	43829068	43833745	8	5	33370	7.13	5.0188e-13
C1024_801	SZT2	1	43855556	43919918	97	10	33457	6.8707	3.1941e-12
C1024_801	HYI	1	43916674	43919938	6	3	33460	6.1355	4.2438e-10
C1024_801	KLF3	4	38665790	38703129	80	18	33241	6.0765	6.1432e-10
C1024_801	RUNX2	6	45296054	45518819	536	46	33413	6.5153	3.6271e-11
C1024_801	KTN1	14	56046925	56151302	300	11	33439	6.6202	1.7934e-11
C1024_801	AKAP10	17	19807765	19881169	111	10	33387	7.9347	1.0547e-15
C1024_801	DCC	18	49866542	51062273	4579	110	33402	7.7055	6.5186e-15
C1024_801	VPS16	20	2821373	2847378	72	6	33368	6.7768	6.1424e-12
C1024_801	PYGB	20	25228706	25278648	179	12	33434	6.0537	7.0798e-10
C1024_801	DEFB121	20	29992648	30006314	39	6	33423	5.9919	1.037e-09
C1024_801	REM1	20	30063091	30072708	18	7	33299	5.9371	1.4505e-09
C1024_801	COX4I2	20	30225685	30232837	13	2	33154	6.1795	3.2159e-10
C1024_801	BCL2L1	20	30252261	30311752	89	8	33308	7.4855	3.5638e-14
C1024_801	TPX2	20	30326904	30389605	104	10	33465	7.5579	2.0484e-14
C1024_801	MYLK2	20	30407115	30422500	42	7	33466	7.1233	5.2691e-13
C1024_801	FOXS1	20	30432103	30433420	2	1	33332	6.1094	5e-10
C1024_802	DCC	18	49866542	51062273	4579	110	33395	6.0838	5.8698e-10
C1024_802	BCL2L1	20	30252261	30311752	89	8	33301	6.5581	2.7247e-11
C1024_802	TPX2	20	30326904	30389605	104	10	33458	6.4814	4.5451e-11
C1024_802	MYLK2	20	30407115	30422500	42	7	33459	5.9952	1.0159e-09
C1024_803	CENPW	6	126660660	126670548	12	4	33446	5.9609	1.2546e-09
C1024_804	ARHGAP27	17	43471268	43510282	94	6	33343	7.4057	6.5226e-14
C1024_804	PLEKHM1	17	43513266	43568146	140	7	33365	7.6812	7.8826e-15
C1024_804	CRHR1	17	43697710	43913194	994	9	33457	7.2504	2.077e-13
C1024_804	SPPL2C	17	43922256	43924438	17	2	33494	7.2519	2.0545e-13
C1024_804	MAPT	17	43971702	44105700	709	5	33451	7.2715	1.7772e-13
C1024_804	STH	17	44076616	44077060	1	1	33539	7.2837	1.6234e-13
C1024_804	KANSL1	17	44107282	44302740	779	4	33344	7.3585	9.2972e-14
C1024_804	LRRC37A	17	44316744	44415160	82	5	33124	7.1486	4.3832e-13
C1024_804	NSF	17	44668035	44834830	76	8	33377	6.1094	5e-10
C1024_804	WNT3	17	44839872	44896126	96	17	33355	7.3499	9.9198e-14
C1024_807	GMNC	3	190570526	190610190	95	18	33311	6.5405	3.0651e-11
C1024_809	SLC26A6	3	48663156	48672926	13	2	33398	5.9218	1.5918e-09
C1024_809	CELSR3	3	48673896	48700348	26	4	33376	6.0516	7.17e-10
C1024_809	NCKIPSD	3	48700419	48723366	31	4	33446	6.0269	8.3589e-10
C1024_809	IP6K2	3	48725436	48754711	45	6	33475	6.8426	3.8891e-12
C1024_809	PRKAR2A	3	48784017	48885270	74	13	33462	6.2262	2.3901e-10
C1024_809	ARIH2	3	48956265	49022974	68	12	33453	6.1404	4.1149e-10
C1024_809	IMPDH2	3	49061758	49066875	4	2	33493	7.1189	5.4401e-13
C1024_809	QRICH1	3	49067140	49131504	62	12	33457	7.1003	6.2222e-13
C1024_809	QARS	3	49133365	49142562	10	3	33506	7.5269	2.5979e-14
C1024_809	KLHDC8B	3	49208987	49213919	7	2	33447	6.1262	4.499e-10
C1024_809	C3orf84	3	49215069	49229291	21	5	33471	6.0212	8.6557e-10
C1024_809	CCDC36	3	49235861	49295636	78	10	33486	7.5548	2.0983e-14
C1024_809	C3orf62	3	49306030	49314864	12	4	33488	6.5554	2.7752e-11
C1024_809	USP4	3	49314577	49377536	73	10	33402	6.9584	1.721e-12
C1024_809	TUSC2	3	50362341	50365668	3	2	33326	6.8099	4.8817e-12
C1024_809	NPRL2	3	50384918	50388486	1	1	33119	9.1292	3.451e-20
C1024_809	DCC	18	49866542	51062273	4579	110	33403	7.713	6.1443e-15
C1024_810	RELN	7	103112231	103629963	2051	98	33349	8.7898	7.491500000000001e-19
C1024_810	ALDH1A2	15	58245622	58358121	331	15	33331	7.2115	2.7677e-13
C1024_812	AGAP1	2	236402733	237040444	1401	128	33313	6.4875	4.3643e-11
C1024_812	NPTX1	17	78440633	78450404	28	7	33320	5.8463	2.5127e-09
C1024_813	LRRC71	1	156890400	156902881	37	5	33435	6.2795	1.6983e-10
C1024_813	ARHGEF11	1	156904632	157015512	240	19	33462	6.2091	2.6636e-10
C1024_814	FAF1	1	50906935	51425936	721	30	33444	6.448	5.6685e-11
C1024_815	C1orf234	1	23337327	23342343	9	3	33355	6.1152	4.823e-10
C1024_815	RASL11B	4	53728495	53733002	11	3	33449	6.4644	5.0845e-11
C1024_815	METTL10	10	126434336	126480439	87	12	33381	6.7555	7.1186e-12
C1024_815	WIF1	12	65444404	65515346	114	15	33372	6.1094	5e-10
C1024_815	LEMD3	12	65563351	65642141	86	13	33439	7.6346	1.1324e-14
C1024_815	MSRB3	12	65672423	65860687	269	21	33411	7.6883	7.4542e-15
C1024_815	HRK	12	117298225	117319232	24	5	33259	7.6334	1.1435e-14
C1024_815	UQCC1	20	33890369	33999945	174	10	33467	6.1401	4.1245e-10
C1024_815	GDF5	20	34021149	34026027	11	3	33504	6.0409	7.6607e-10
C1024_816	KLF7	2	207938861	208031970	270	36	33272	7.4106	6.2878e-14
C1024_816	MCC	5	112357796	112824527	1865	59	33395	7.0832	7.0448e-13
C1024_816	COQ3	6	99817279	99842082	75	10	33396	6.1785	3.2362e-10
